iter	Logloss
439	0.6831659698
440	0.6831661224
441	0.6831471252
442	0.6831381226
443	0.6831349945
444	0.6831317139
445	0.683129425
446	0.6831237793
447	0.6831161499
448	0.6831100464
449	0.6831100464
450	0.6831060791
451	0.6831062317
452	0.6830809021
453	0.6830799866
454	0.6830799103
455	0.6830764008
456	0.6830744934
457	0.6830725098
458	0.6830717468
459	0.6830644226
460	0.6830505371
461	0.6830505371
462	0.6830349731
463	0.683028717
464	0.6830237579
465	0.6830201721
466	0.6829977417
467	0.6829962158
468	0.6829953003
469	0.6829932404
470	0.6829711914
471	0.6829690552
472	0.6829660034
473	0.682963562
474	0.6829544067
475	0.6829492188
476	0.6829418945
477	0.6829178619
478	0.6829013824
479	0.682901535
480	0.6829000854
481	0.6828975677
482	0.6828916931
483	0.6828908539
484	0.6828879547
485	0.6828858948
486	0.6828852844
487	0.6828774261
488	0.6828778839
489	0.6828544617
490	0.6828529358
491	0.6828508759
492	0.6828521729
493	0.6828479767
494	0.6828485107
495	0.6828466797
496	0.6828469849
497	0.6828430176
498	0.6828399658
499	0.6828388214
500	0.6828356934
501	0.6828347015
502	0.6828231812
503	0.6828208923
504	0.6828212738
505	0.6828147888
506	0.6828135681
507	0.6828125
508	0.6828138733
509	0.6827967072
510	0.6827953339
511	0.6827944946
512	0.6827798462
513	0.6827740479
514	0.6827736664
515	0.6827612305
516	0.6827600098
517	0.6827586365
518	0.6827503967
519	0.6827479553
520	0.6827471924
521	0.6827474976
522	0.6827464294
523	0.6827433777
524	0.6827416992
525	0.6827384186
526	0.6827323151
527	0.6827122498
528	0.6826956177
529	0.6826909637
530	0.6826906586
531	0.6826886749
532	0.682684021
533	0.6826792908
534	0.6826777649
535	0.6826548004
536	0.6826513672
537	0.6826553345
538	0.6826307678
539	0.6826217651
540	0.6826131439
541	0.6826012421
542	0.6826010132
543	0.6826020813
544	0.6825993347
545	0.682600708
546	0.682593689
547	0.682591095
548	0.6825868225
549	0.6825856018
550	0.6825743866
551	0.6825749207
552	0.6825744629
553	0.682562027
554	0.6825619507
555	0.682542572
556	0.6825373077
557	0.6825357056
558	0.6825054169
559	0.682502594
560	0.6824917603
561	0.6824874115
562	0.6824849701
563	0.6824821472
564	0.6824781036
565	0.6824783325
566	0.6824783325
567	0.6824488831
568	0.6824432373
569	0.6824433899
570	0.6824435425
571	0.6824333954
572	0.682428894
573	0.682409668
574	0.6823924255
575	0.682385788
576	0.6823873901
577	0.6823817444
578	0.6823805237
579	0.6823657227
580	0.6823490906
581	0.68233078
582	0.6823290253
583	0.6823272705
584	0.6823266602
585	0.6823239899
586	0.6823125458
587	0.6823023987
588	0.682301178
589	0.6823003387
590	0.682298584
591	0.6822969055
592	0.6822953796
593	0.6822940826
594	0.6822928619
595	0.6822807312
596	0.6822793579
597	0.6822660828
598	0.6822576904
599	0.6822568512
600	0.6822555542
601	0.6822542572
602	0.6822541046
603	0.6822481537
604	0.6822422028
605	0.6822377014
606	0.6822303772
607	0.6822280884
608	0.6822084808
609	0.6821957397
610	0.682193222
611	0.6821910095
612	0.6821826172
613	0.6821775055
614	0.682175827
615	0.6821749878
616	0.682177124
617	0.6821755981
618	0.6821672058
619	0.6821655273
620	0.6821511841
621	0.6821505737
622	0.6821412659
623	0.6821409607
624	0.6821369171
625	0.6821255493
626	0.682124939
627	0.6821261597
628	0.6821258545
629	0.6821256256
630	0.6821096802
631	0.6821080017
632	0.6820999146
633	0.6820978546
634	0.6820989227
635	0.6820890808
636	0.682086792
637	0.6820831299
638	0.6820788574
639	0.6820755005
640	0.6820716858
641	0.6820706177
642	0.6820700073
643	0.682068634
644	0.6820678711
645	0.6820511627
646	0.6820524597
647	0.6820497131
648	0.6820504761
649	0.6820345306
650	0.6820340729
651	0.6820233154
652	0.6820195007
653	0.6820141602
654	0.6820103455
655	0.6820027161
656	0.6819992065
657	0.6819895935
658	0.6819844055
659	0.6819849396
660	0.6819842529
661	0.6819852448
662	0.6819848633
663	0.6819804382
664	0.6819793701
665	0.681978302
666	0.6819715881
667	0.6819702148
668	0.681964798
669	0.6819470215
670	0.6819462585
671	0.6819415283
672	0.6819342041
673	0.6819339752
674	0.6819287872
675	0.681914978
676	0.6819154358
677	0.6818971252
678	0.6818948364
679	0.6818885803
680	0.6818888092
681	0.6818842316
682	0.6818713379
683	0.6818611145
684	0.681859436
685	0.6818553162
686	0.6818569946
687	0.6818497467
688	0.6818417358
689	0.6818301392
690	0.6818299866
691	0.6818281555
692	0.6818231964
693	0.681812439
694	0.6817978668
695	0.6817901611
696	0.6817903137
697	0.6817906189
698	0.6817782593
699	0.6817733765
700	0.6817601013
701	0.6817558289
702	0.6817538452
703	0.6817418671
704	0.6817419434
705	0.6817396545
706	0.6817378235
707	0.6817356873
708	0.681734848
709	0.6817324066
710	0.6817298889
711	0.6817292786
712	0.6817132568
713	0.6817098236
714	0.6816940308
715	0.6816893768
716	0.6816815186
717	0.6816803741
718	0.6816765594
719	0.6816764069
720	0.6816687012
721	0.6816682434
722	0.6816659546
723	0.6816656494
724	0.6816492462
725	0.6816501617
726	0.6816467285
727	0.6816462708
728	0.6816436768
729	0.6816343689
730	0.6816274261
731	0.6816240692
732	0.6816227722
733	0.681609726
734	0.681595993
735	0.6815956116
736	0.6815942383
737	0.6815805054
738	0.6815777588
739	0.6815740967
740	0.6815620422
741	0.6815594482
742	0.681548996
743	0.6815460968
744	0.6815421295
745	0.6815408325
746	0.6815407562
747	0.6815306854
748	0.6815254211
749	0.6815267944
750	0.6815196991
751	0.6815065765
752	0.6815057373
753	0.6815048218
754	0.6814871979
755	0.6814819336
756	0.6814784241
757	0.6814678955
758	0.6814671326
759	0.6814660645
760	0.6814642334
761	0.6814645386
762	0.6814563751
763	0.6814524841
764	0.68145401
765	0.681443634
766	0.6814411926
767	0.6814398193
768	0.6814338684
769	0.6814312744
770	0.6814268494
771	0.6814167786
772	0.6814138794
773	0.6814047241
774	0.6813996887
775	0.6813968658
776	0.681394577
777	0.6813916016
778	0.6813922119
779	0.6813801575
780	0.681379776
781	0.6813807678
782	0.6813768005
783	0.6813725281
784	0.6813723755
785	0.681363678
786	0.6813627625
787	0.6813526154
788	0.6813511658
789	0.6813498688
790	0.6813327026
791	0.6813201904
792	0.6813178253
793	0.6813088226
794	0.6813023376
795	0.681292572
796	0.6812919617
797	0.6812918091
798	0.6812908936
799	0.6812825775
800	0.6812783813
801	0.6812778473
802	0.6812733459
803	0.6812736511
804	0.6812662506
805	0.6812538147
806	0.6812522888
807	0.6812446594
808	0.681230011
809	0.6812233734
810	0.6812182617
811	0.6812192535
812	0.6812164307
813	0.6812069702
814	0.6811953735
815	0.6811967468
816	0.6811946106
817	0.6811952972
818	0.6811830139
819	0.6811708832
820	0.6811679077
821	0.681161499
822	0.6811593628
823	0.6811608887
824	0.6811594391
825	0.6811500549
826	0.6811445618
827	0.6811427307
828	0.6811351013
829	0.6811352539
830	0.6811341858
831	0.6811334229
832	0.6811328125
833	0.6811270905
834	0.6811256409
835	0.6811091614
836	0.6811109924
837	0.6811090088
838	0.6810997009
839	0.6810955811
840	0.6810894775
841	0.6810850525
842	0.6810794067
843	0.6810797882
844	0.6810749817
845	0.6810655212
846	0.6810638428
847	0.6810601044
848	0.6810562897
849	0.6810569
850	0.6810525513
851	0.6810528564
852	0.6810398865
853	0.6810283661
854	0.6810241699
855	0.6810223389
856	0.6810205841
857	0.6810134125
858	0.6810081482
859	0.6809990692
860	0.6809983826
861	0.680994873
862	0.6809896851
863	0.680990448
864	0.6809819031
865	0.6809796906
866	0.6809684753
867	0.6809619904
868	0.6809637451
869	0.6809552002
870	0.6809537506
871	0.6809416199
872	0.6809416199
873	0.6809365845
874	0.6809281158
875	0.6809181213
876	0.6809107971
877	0.6809085846
878	0.6809075928
879	0.6809075928
880	0.6809028625
881	0.6809018707
882	0.6808887482
883	0.6808802795
884	0.6808753967
885	0.6808738708
886	0.6808721924
887	0.6808640289
888	0.6808627319
889	0.6808622742
890	0.6808560944
891	0.6808580017
892	0.6808537292
893	0.6808410645
894	0.680838089
895	0.6808377838
896	0.6808355713
897	0.6808315277
898	0.680818634
899	0.680814209
900	0.6808122253
901	0.6808039093
902	0.680796051
903	0.6807888794
904	0.6807818604
905	0.6807791138
906	0.6807709503
907	0.6807684326
908	0.6807649231
909	0.680758667
910	0.6807531738
911	0.680743866
912	0.6807415771
913	0.6807380676
914	0.6807288361
915	0.6807225037
916	0.680713501
917	0.6807133484
918	0.6807060242
919	0.6806904602
920	0.6806889343
921	0.6806829834
922	0.6806763458
923	0.6806752014
924	0.680670929
925	0.6806658936
926	0.6806651306
927	0.6806661987
928	0.6806617737
929	0.6806619263
930	0.6806571198
931	0.6806550598
932	0.6806492615
933	0.6806391144
934	0.6806304169
935	0.6806318665
936	0.6806229401
937	0.6806217957
938	0.6806130981
939	0.6806051636
940	0.6805943298
941	0.6805961609
942	0.6805927277
943	0.6805825043
944	0.6805810547
945	0.6805686951
946	0.6805677795
947	0.6805599976
948	0.6805517578
949	0.6805528259
950	0.6805438232
951	0.6805426025
952	0.6805383301
953	0.6805277252
954	0.6805272675
955	0.6805242157
956	0.6805261993
957	0.6805143738
958	0.680512619
959	0.6805010986
960	0.6804989624
961	0.6804950714
962	0.6804849243
963	0.6804801178
964	0.6804730225
965	0.6804686737
966	0.6804629517
967	0.6804553223
968	0.6804460144
969	0.6804402924
970	0.6804396057
971	0.6804360962
972	0.6804335022
973	0.6804309082
974	0.6804309082
975	0.6804290771
976	0.6804186249
977	0.6804066467
978	0.6804044342
979	0.680400238
980	0.6803985596
981	0.6803923035
982	0.6803876495
983	0.6803866577
984	0.6803855133
985	0.6803849792
986	0.6803805542
987	0.6803775024
988	0.6803762817
989	0.6803734589
990	0.6803718567
991	0.6803672791
992	0.6803677368
993	0.6803619385
994	0.6803593445
995	0.6803559875
996	0.6803482056
997	0.6803422546
998	0.6803366089
999	0.6803317261
